発生日時,終了日時,実作業時間,主な作業内容
2026/04/10 13:51,2026/04/10 13:51,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 13:51,2026/04/10 13:52,0:05,"Webサイト（data:, - プロファイル 1 - Microsoft? Edge）の閲覧・調査 / Webサイト（インフォメーション - プロファイル 1 - Microsoft? Edge）の閲覧・調査"
2026/04/10 13:52,2026/04/10 13:52,0:05,サイボウズ（トップページ - サイボウズ Office - プロファイル 1 - Microsoft? Edge）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge）での情報確認・処理
2026/04/10 13:52,2026/04/10 13:52,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 13:52,2026/04/10 13:52,0:05,サイボウズ（個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge）での情報確認・処理
2026/04/10 13:52,2026/04/10 13:52,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 13:53,2026/04/10 13:53,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 13:53,2026/04/10 13:54,0:05,Webサイト（BitLocker回復キー紛失時の対応 - Google Gemini）の閲覧・調査 / Webサイト（Google Gemini）の閲覧・調査
2026/04/10 13:55,2026/04/10 13:55,0:05,"メール（""TEST"" (59)）の閲覧・作成"
2026/04/10 13:55,2026/04/10 13:56,0:05,Webサイト（Chrome真っ白問題の調査と修正 - Google Gemini）の閲覧・調査 / Webサイト（Google Gemini）の閲覧・調査
2026/04/10 13:56,2026/04/10 13:56,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 13:57,2026/04/10 13:57,0:05,"Webサイト（Amazon | 本, ファッション, 家電から食品まで | アマゾン および他 1 ページ）の閲覧・調査"
2026/04/10 13:58,2026/04/10 13:58,0:05,サイボウズ（forestway.cybozu.com および他 2 ページ）での情報確認・処理
2026/04/10 13:58,2026/04/10 13:58,0:05,Webサイト（インフォメーション および他 2 ページ）の閲覧・調査 / Webサイト（インフォメーション）の閲覧・調査
2026/04/10 13:58,2026/04/10 13:58,0:05,サイボウズ（トップページ - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office）での情報確認・処理
2026/04/10 13:58,2026/04/10 13:58,0:05,"Webサイト（Amazon | 本, ファッション, 家電から食品まで | アマゾン および他 1 ページ）の閲覧・調査 / Webサイト（インフォメーション および他 2 ページ）の閲覧・調査 / Webサイト（インフォメーション）の閲覧・調査"
2026/04/10 13:58,2026/04/10 13:58,0:05,サイボウズ（forestway.cybozu.com/logout および他 2 ページ）での情報確認・処理 / サイボウズ（forestway.cybozu.com/logout）での情報確認・処理
2026/04/10 13:58,2026/04/10 13:58,0:05,Webサイト（インフォメーション および他 2 ページ）の閲覧・調査 / Webサイト（インフォメーション）の閲覧・調査
2026/04/10 13:58,2026/04/10 13:58,0:05,サイボウズ（forestway.cybozu.com/o/ag.cgi?page=MyFolderIndex および他 2 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office）での情報確認・処理 / サイボウズ（メッセージの詳細 - サイボウズ Offic...
2026/04/10 13:58,2026/04/10 14:00,0:05,"Webサイト（Amazon | 本, ファッション, 家電から食品まで | アマゾン および他 1 ページ）の閲覧・調査 / Webサイト（accounts.google.com/v3/signin/accountchooser?continue=https%3A%2F%2Fsites.google.com%2Fforest.co.jp%2Ffrt-portal%2F%25E3%2583%2..."
2026/04/10 14:00,2026/04/10 14:00,0:05,サイボウズ（トップページ - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office）での情報確認・処理 / サイボウズ（掲示の詳細 - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（掲示の詳細 - サイボウズ Office）での情報確認・処理
2026/04/10 14:00,2026/04/10 14:00,0:05,PDF資料（FRT組織図-20260401 (1).pdf および他 3 ページ）の確認 / PDF資料（FRT組織図-20260401 (1).pdf）の確認 / PDF資料（file:///C:/Users/026~1/AppData/Local/Temp/MicrosoftEdgeDownloads/599e572c-c44b-4b18-b3f7-64d98999c59b/FRT組織図...
2026/04/10 14:01,2026/04/10 14:05,0:05,Webサイト（文書 1 - Word）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:05,2026/04/10 14:06,0:05,Excelファイル（新規タスク記録表.xlsx）の入力・編集 / Excelファイル（社内便送り状（注意書き）.xlsx ）の入力・編集 / PDF資料（FRT組織図-20260401 (1).pdf および他 3 ページ）の確認
2026/04/10 14:06,2026/04/10 14:13,0:06,Webサイト（20250210_社内便送り状.docx  -  保護ビュー - Word）の閲覧・調査 / Webサイト（20250210_社内便送り状.docx - Word）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査 / Webサイト（起動しています - Word）の閲覧・調査 / Webサイト（起動しています - 新規...
2026/04/10 14:13,2026/04/10 14:13,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge）での情報確認・処理
2026/04/10 14:13,2026/04/10 14:13,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:13,2026/04/10 14:13,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 14:13,2026/04/10 14:13,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:13,2026/04/10 14:13,0:05,サイボウズ（個人フォルダ - サイボウズ Office - プロファイル 1 - Microsoft? Edge）での情報確認・処理
2026/04/10 14:13,2026/04/10 14:14,0:05,Webサイト（デスクトップ\...\20220426(火)_1017_境秀行_基幹端末のBIOSパスワード.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:14,2026/04/10 14:14,0:05,PDF資料（FRT組織図-20260401 (1).pdf および他 3 ページ）の確認
2026/04/10 14:14,2026/04/10 14:14,0:05,サイボウズ（掲示の詳細 - サイボウズ Office および他 3 ページ）での情報確認・処理
2026/04/10 14:14,2026/04/10 14:14,0:05,"Webサイト（Amazon | 本, ファッション, 家電から食品まで | アマゾン および他 3 ページ）の閲覧・調査 / Webサイト（インフォメーション および他 4 ページ）の閲覧・調査 / Webサイト（インフォメーション）の閲覧・調査"
2026/04/10 14:14,2026/04/10 14:15,0:05,サイボウズ（トップページ - サイボウズ Office および他 4 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office および他 4 ページ）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office）での情報確認・処理
2026/04/10 14:15,2026/04/10 14:15,0:05,Webサイト（20220426(火)_1017_境秀行_基幹端末のBIOSパスワード.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（デスクトップ\...\20220426(火)_1017_境秀行_基幹端末のBIOSパスワード.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査
2026/04/10 14:15,2026/04/10 14:15,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 14:15,2026/04/10 14:17,0:05,Webサイト（Google Chrome のジャンプ リスト）の閲覧・調査 / Webサイト（Loading...）の閲覧・調査 / Webサイト（「Adobe Acrobat : PDF の編集、変換、署名ツール」が追加されました）の閲覧・調査 / Webサイト（「Microsoft Bing ホームページ & 検索エンジン」が追加されました）の閲覧・調査 / Webサイト（「Micros...
2026/04/10 14:17,2026/04/10 14:17,0:05,PDF資料（Acrobat-for-Chrome.pdf）の確認
2026/04/10 14:17,2026/04/10 14:18,0:05,Webサイト（20260403(金)_1558_田中史一_CS改善プロジェクト会議について.md - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（20260403(金)_1558_田中史一_CS改善プロジェクト会議について.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（CS Improvement Projec...
2026/04/10 14:19,2026/04/10 14:19,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 14:19,2026/04/10 14:19,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:19,2026/04/10 14:19,0:05,Excelファイル（新規タスク記録表.xlsx）の入力・編集
2026/04/10 14:19,2026/04/10 14:19,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:20,2026/04/10 14:20,0:05,サイボウズ（デスクトップ\TESTCybozu\個人フォルダ - サイボウズ Office_2022年04月.txt - サクラエディタ32bit 2.4.2.6048）での情報確認・処理 / サイボウズ（デスクトップ\TESTCybozu\個人フォルダ - サイボウズ Office_2026年04月.txt - サクラエディタ32bit 2.4.2.6048）での情報確認・処理
2026/04/10 14:20,2026/04/10 14:21,0:05,Webサイト（20260403(金)_1558_田中史一_CS改善プロジェクト会議について.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（デスクトップ\...\20260403(金)_1558_田中史一_CS改善プロジェクト会議について.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（新規 Micros...
2026/04/10 14:26,2026/04/10 14:26,0:05,サイボウズ（トップページ - サイボウズ Office および他 4 ページ）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office）での情報確認・処理 / サイボウズ（個人フォルダ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 14:26,2026/04/10 14:26,0:05,Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:29,2026/04/10 14:29,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 14:29,2026/04/10 14:58,0:28,Webサイト（デスクトップ\...\20260403(金)_1558_田中史一_CS改善プロジェクト会議について.txt - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（フォルダーの選択）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 14:58,2026/04/10 14:58,0:05,サイボウズ（トップページ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 15:03,2026/04/10 15:04,0:05,Webサイト（印刷結果を名前を付けて保存）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 15:06,2026/04/10 15:06,0:05,サイボウズ（cybozu_sent_migration - ローカルフォルダー - Mozilla Thunderbird）での情報確認・処理
2026/04/10 15:07,2026/04/10 15:07,0:05,Webサイト（印刷結果を名前を付けて保存）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 15:07,2026/04/10 15:07,0:05,サイボウズ（トップページ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 15:07,2026/04/10 15:07,0:05,Webサイト（フォルダーの選択）の閲覧・調査
2026/04/10 15:07,2026/04/10 15:07,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理 / サイボウズ（トップページ - サイボウズ Office および他 4 ページ）での情報確認・処理
2026/04/10 15:08,2026/04/10 15:08,0:05,Webサイト（リモート アクセス - Chrome リモート デスクトップ）の閲覧・調査
2026/04/10 15:08,2026/04/10 15:09,0:05,PDF資料（①2025年度_下期_人事評価(概要).pdf）の確認 / PDF資料（サイボウズ社内メール抽出ツール説明.pdf）の確認
2026/04/10 15:13,2026/04/10 15:13,0:05,Webサイト（Adobe Acrobat）の閲覧・調査
2026/04/10 15:13,2026/04/10 15:13,0:05,PDF資料（サイボウズ社内メール抽出ツール説明.pdf）の確認
2026/04/10 15:13,2026/04/10 15:13,0:05,Webサイト（Adobe Acrobat Reader (32-bit)）の閲覧・調査 / Webサイト（新規 Microsoft Word 文書.docx - Word）の閲覧・調査
2026/04/10 15:14,2026/04/10 15:14,0:05,サイボウズ（サイボウズ社内メール抽出ツール説明.docx - Word）での情報確認・処理
2026/04/10 15:14,2026/04/10 15:14,0:05,Antigravityを用いた「システム開発・改善」の開発・相談
2026/04/10 15:15,2026/04/10 15:15,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 15:15,2026/04/10 15:15,0:05,Webサイト（フォルダーの選択）の閲覧・調査
2026/04/10 15:15,2026/04/10 15:15,0:05,サイボウズ（サイボウズOffice メールエクスポートツール）での情報確認・処理
2026/04/10 15:15,2026/04/10 15:16,0:05,"Webサイト（data:, - プロファイル 1 - Microsoft? Edge）の閲覧・調査 / Webサイト（インフォメーション - プロファイル 1 - Microsoft? Edge）の閲覧・調査"
