日付,時間,作業内容
2026/04/10,09:50:53,[外部ログ] Microsoft 365 の管理 および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:50:53,[ブラウザ(Edge)] 閲覧: Microsoft 365 の管理
2026/04/10,09:51:00,[ブラウザ(Edge)] 閲覧: アカウントにサインイン
2026/04/10,09:51:01,[外部ログ] アカウントにサインイン および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:01,[外部ログ] アカウントにサインイン
2026/04/10,09:51:01,[ブラウザ(Edge)] 閲覧: アカウントにサインイン
2026/04/10,09:51:04,[外部ログ] Working... および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:04,[外部ログ] Working...
2026/04/10,09:51:04,[ブラウザ(Edge)] 閲覧: Working...
2026/04/10,09:51:05,[外部ログ] Working...
2026/04/10,09:51:05,[ブラウザ(Edge)] 閲覧: Working...
2026/04/10,09:51:05,[ブラウザ(Edge)] 閲覧: Working...
2026/04/10,09:51:06,[外部ログ] Working...
2026/04/10,09:51:06,[ブラウザ(Edge)] 閲覧: Working...
2026/04/10,09:51:06,[ブラウザ(Edge)] 閲覧: Working...
2026/04/10,09:51:08,[外部ログ] M365 Copilot および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:08,[ブラウザ(Edge)] 閲覧: チャット | M365 Copilot
2026/04/10,09:51:08,[ブラウザ(Edge)] 閲覧: https://m365.cloud.microsoft/chat/?auth=2&origindo
2026/04/10,09:51:08,[ブラウザ(Edge)] 閲覧: https://m365.cloud.microsoft/chat/?auth=2&origindo
2026/04/10,09:51:10,[外部ログ] M365 Copilot
2026/04/10,09:51:12,[外部ログ] チャット | M365 Copilot および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:18,[外部ログ] 365管理画面 - 検索 および他 5 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:23,[外部ログ] 無題 および他 6 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:23,[外部ログ] bing.com/ck/a?!&&p=1b7a4cf5c84ba7b406090fea59ecff402864cb07158ff5e0e89e1beffa582d58JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=365管理画面&u=a1aHR0cHM6Ly9sZWFybi5taWNyb3NvZnQuY29tL2phLWpwL21pY3Jvc29mdC0zNjUvZW50ZXJwcmlzZS9tYW5hZ2UtbWljcm9zb2Z0LTM2NS1hY2NvdW50cz92aWV3PW8zNjUtd29ybGR3aWRl&ntb=1 および他 6 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:23,[外部ログ] bing.com/ck/a?!&&p=1b7a4cf5c84ba7b406090fea59ecff402864cb07158ff5e0e89e1beffa582d58JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=365管理画面&u=a1aHR0cHM6Ly9sZWFybi5taWNyb3NvZnQuY29tL2phLWpwL21pY3Jvc29mdC0zNjUvZW50ZXJwcmlzZS9tYW5hZ2UtbWljcm9zb2Z0LTM2NS1hY2NvdW50cz92aWV3PW8zNjUtd29ybGR3aWRl&ntb=1
2026/04/10,09:51:23,[ブラウザ(Edge)] 閲覧: https://www.bing.com/ck/a?!&&p=1b7a4cf5c84ba7b4060
2026/04/10,09:51:23,[ブラウザ(Edge)] 閲覧: 365管理画面 - 検索
2026/04/10,09:51:24,[外部ログ] Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn および他 6 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:24,[ブラウザ(Edge)] 閲覧: Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn
2026/04/10,09:51:25,[外部ログ] Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn
2026/04/10,09:51:45,[外部ログ] 
2026/04/10,09:51:46,[外部ログ] Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn および他 6 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:47,[外部ログ] 
2026/04/10,09:51:50,[外部ログ] Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn および他 6 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:50,[外部ログ] 無題 および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:50,[外部ログ] 設定
2026/04/10,09:51:50,[外部ログ] 設定 および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:51:50,[外部ログ] 設定
2026/04/10,09:51:58,[外部ログ] Microsoft 365 ユーザー アカウントを管理する - Microsoft 365 Enterprise | Microsoft Learn および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:52:02,[外部ログ] アカウントにサインイン および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:52:02,[外部ログ] アカウントにサインイン
2026/04/10,09:52:02,[ブラウザ(Edge)] 閲覧: アカウントにサインイン
2026/04/10,09:52:04,[ブラウザ(Edge)] 閲覧: Sign In | Microsoft Learn
2026/04/10,09:52:05,[外部ログ] login.microsoftonline.com/common/reprocess?ctx=rQQIARAAtZJBaNtWGMelOHEz0zaux0YZDAyrxlgqWdKzVCeQg5NWjkLixG5T2bmEp6cn69mSnvLec12bXXYruyyXwRish0IvOXU7bKOn7hq2UdgOo7C251xaesqtw2UUBrvu8vHn__8u3-__FeYszdbApzlT05cvGbXQR9CwVdM0q2rVCm21Zvm6Gl7xQ9MHSz4IASsVis_EtzJ69sf47gc7f_32y6NbRzKMhMj4cqUSY8hSLSGIUU5DoSGaVPZFhBPMKwFFXHujKwnkArMKTtUhf5v3YurDuEICnAoixirDAWEYCS0SSfyTLD-W5aOZSwgFwLKQqdau-ECtghpUfQuHKrRsG5hm1a4F-pOZhe36UETmdFBGJvhk5jzHMUZiHyJEh6l4NTMfMthLcCq-yb2W8Xgj21tzbbdfv73ttUCz0U42vXbS7LdEc-KOt9cM0jTb8abXJM3GRtK9EQ22vF1ja83lbmLEQeMa2U45gZ6l73U2oi5oZ75p7eLOauz2KUHJzQHsbMRd0CJhR1_57A0wBdQV01FM5z-wKabTh2o_U0znra8C21JMB6cCs4wRjqchTGEPq__aUf85kivAuUXwSAFX6dQeURYHIxJgxbQ5HTKEFXB1Wsv3uTyiSULT49xHNMMpCcoZoyGJcRknkMRlGoYxSfGUHub8z5z8eFY-mX1_fq6Yv5grS598rOeW5-cLRemiVJZOZ-V7c6VC8b3DD335KVv98buHX_38-ax0PFcZILbOdrFAg7DXHdX5EtQjrDey9qLh6H7i7LZ6wxvcza7brZXqsnGYlw_z7x7nFxIOY63PNZ_REcfsZV6-c0Z6-M7__3dfF-SjwiLbdyOryyer42Qw5rfVWjUdIbpXi2rr6LrXXxIHzqRHO919f-tBQX5y9mzhDIpJAAUsycajc9Lp-Re_fvnFD7_ff7F-snC5vjbyssAdOrSdeu3Naw10sHgAcWdncbPLhmACxIDgHa9r2FsrD4rS86L0_IJ0eqF8pyQdlWTjbw2&sessionid=009a2509-bb32-a822-6163-648dcebcd81b および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:52:05,[外部ログ] Sign In | Microsoft Learn および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:52:05,[ブラウザ(Edge)] 閲覧: Sign In | Microsoft Learn
2026/04/10,09:52:05,[ブラウザ(Edge)] 閲覧: Sign In | Microsoft Learn
2026/04/10,09:52:05,[ブラウザ(Edge)] 閲覧: Sign In | Microsoft Learn
2026/04/10,09:52:05,[ブラウザ(Edge)] 閲覧: Sign In | Microsoft Learn
2026/04/10,09:52:06,[外部ログ] Sign In | Microsoft Learn
2026/04/10,09:52:06,[ブラウザ(Edge)] 閲覧: Register | Microsoft Learn
2026/04/10,09:52:06,[ブラウザ(Edge)] 閲覧: Register | Microsoft Learn
2026/04/10,09:52:07,[外部ログ] Register | Microsoft Learn および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:52:07,[外部ログ] Register | Microsoft Learn
2026/04/10,09:52:59,[外部ログ] メッセージの詳細 - サイボウズ Office および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:53:40,[外部ログ] ギガファイル便 - 検索 および他 7 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:53:41,[外部ログ] ギガファイル便 - 検索
2026/04/10,09:53:42,[外部ログ] 無題 および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:53:43,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1 および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:53:43,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1
2026/04/10,09:53:43,[ブラウザ(Edge)] 閲覧: ギガファイル便 - 検索
2026/04/10,09:53:45,[外部ログ] gigafile.nu および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,09:53:45,[外部ログ] gigafile.nu
2026/04/10,10:16:21,[外部ログ] 新しい通知
2026/04/10,10:16:30,[外部ログ] gigafile.nu および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:16:31,[外部ログ] 新しい通知
2026/04/10,10:16:37,[外部ログ] gigafile.nu および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:16:37,[外部ログ] ギガファイル便 - 検索 および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:16:50,[外部ログ] 新しい通知
2026/04/10,10:16:50,[外部ログ] ギガファイル便 - 検索 および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:17:04,[外部ログ] 
2026/04/10,10:17:06,[外部ログ] 弊社 ネット回線の契約について - t_ito@forest.co.jp - フォーレスト株式会社 メール - Google Chrome
2026/04/10,10:17:07,[外部ログ] テスト - Chat - Google Chrome
2026/04/10,10:17:09,[外部ログ] 【物流・配送】GWS関連 - Chat - Google Chrome
2026/04/10,10:17:09,[外部ログ] 新しいタブ - Google Chrome
2026/04/10,10:17:10,[外部ログ] 新しいタブ
2026/04/10,10:17:18,[外部ログ] Google Gemini - Google Chrome
2026/04/10,10:17:19,[外部ログ] Google Gemini - Google Chrome
2026/04/10,10:17:20,[外部ログ] Google Gemini
2026/04/10,10:17:23,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,10:17:23,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini
2026/04/10,10:18:44,[外部ログ] ギガファイル便 - 検索 および他 8 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:25:30,[外部ログ] 無題 および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:25:30,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1 および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:25:31,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1
2026/04/10,10:25:33,[外部ログ] gigafile.nu および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,10:25:33,[外部ログ] gigafile.nu
2026/04/10,10:25:38,[外部ログ] 
2026/04/10,10:25:38,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,11:45:15,[外部ログ] gigafile.nu および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,11:53:33,[外部ログ] 新しいタブ および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,11:53:41,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,11:53:48,[外部ログ] 新しいタブ および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,11:53:51,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTEmailCybouz\Eメール_メール - サイボウズ Office_個別(オリジナル) - エクスプローラー
2026/04/10,11:53:53,[外部ログ] Antigravity
2026/04/10,11:53:53,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTEmailCybouz\Eメール_メール - サイボウズ Office_個別(オリジナル) - エクスプローラー
2026/04/10,11:53:54,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,11:53:55,[外部ログ] C:\Users\フォーレスト026\Desktop\TESTEmailCybouz\Eメール_メール - サイボウズ Office_個別(オリジナル) - エクスプローラー
2026/04/10,11:53:55,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:36:35,[外部ログ] 
2026/04/10,12:36:35,[外部ログ] コマンド プロンプト のジャンプ リスト
2026/04/10,12:36:35,[外部ログ] Windows PowerShell のジャンプ リスト
2026/04/10,12:36:38,[外部ログ] 
2026/04/10,12:36:38,[外部ログ] Windows Terminal
2026/04/10,12:36:38,[外部ログ] Terminal
2026/04/10,12:36:38,[外部ログ] Windows PowerShell
2026/04/10,12:38:29,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:38:31,[外部ログ] 
2026/04/10,12:38:31,[外部ログ] Windows PowerShell のジャンプ リスト
2026/04/10,12:38:32,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:38:41,[外部ログ] 
2026/04/10,12:38:42,[外部ログ] Terminal
2026/04/10,12:38:42,[外部ログ] Windows PowerShell
2026/04/10,12:38:45,[外部ログ] 
2026/04/10,12:38:45,[外部ログ] Windows PowerShell のジャンプ リスト
2026/04/10,12:38:46,[外部ログ] 
2026/04/10,12:38:47,[外部ログ] Terminal
2026/04/10,12:38:47,[外部ログ] Windows PowerShell
2026/04/10,12:38:49,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:38:55,[外部ログ] Windows PowerShell
2026/04/10,12:38:55,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:38:56,[外部ログ] Windows PowerShell
2026/04/10,12:39:01,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:39:02,[外部ログ] Windows PowerShell
2026/04/10,12:39:05,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:39:41,[外部ログ] 
2026/04/10,12:39:42,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
2026/04/10,12:39:52,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:39:56,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
2026/04/10,12:39:59,[外部ログ] 
2026/04/10,12:40:02,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
2026/04/10,12:40:04,[外部ログ] メモ帳
2026/04/10,12:40:04,[外部ログ] Set-DNS-Wired.bat - メモ帳
2026/04/10,12:40:07,[外部ログ] タイトルなし - メモ帳
2026/04/10,12:40:13,[外部ログ] hosts - メモ帳
2026/04/10,12:40:46,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:53:01,[外部ログ] hosts - メモ帳
2026/04/10,12:53:05,[外部ログ] *hosts - メモ帳
2026/04/10,12:53:09,[外部ログ] 名前を付けて保存
2026/04/10,12:53:10,[外部ログ] *hosts - メモ帳
2026/04/10,12:53:13,[外部ログ] 名前を付けて保存
2026/04/10,12:53:22,[外部ログ] *hosts - メモ帳
2026/04/10,12:53:24,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:53:24,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
2026/04/10,12:53:27,[外部ログ] 新しいタブ および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,12:53:29,[外部ログ] ギガファイル便 - 検索 および他 9 ページ - My profile １ - Microsoft? Edge
2026/04/10,12:53:30,[外部ログ] 無題 および他 10 ページ - My profile １ - Microsoft? Edge
2026/04/10,12:53:30,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1 および他 10 ページ - My profile １ - Microsoft? Edge
2026/04/10,12:53:31,[外部ログ] bing.com/ck/a?!&&p=e53f8d6e59905c35f76cf03b3edbe45e1f169c9598a96452b2986f2307423151JmltdHM9MTc3NTY5MjgwMA&ptn=3&ver=2&hsh=4&fclid=07717525-73f7-6c18-2851-6332721f6d7e&psq=ギガファイル便&u=a1aHR0cHM6Ly9naWdhZmlsZS5udS8&ntb=1
2026/04/10,12:53:33,[外部ログ] gigafile.nu および他 10 ページ - My profile １ - Microsoft? Edge
2026/04/10,12:53:33,[外部ログ] gigafile.nu
2026/04/10,12:53:37,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
2026/04/10,12:53:47,[外部ログ] BitLocker回復キー紛失時の対応 - Google Gemini - Google Chrome
2026/04/10,12:53:58,[外部ログ] \\10.85.33.230\01_全社共有\システム統括部\業改室\★大宮システム部\（NAS）伊藤\新しいフォルダー (3)\BitLocker保管 - エクスプローラー
